Ensembl	GeneSymbol	SigI	Normal	SigII	pIvsN	pIIvsN	pIvsII
ENSG00000083817.9	ZNF416	1.9687	2.16565	2.55265	0.768653239036	1.11339158417e-05	0.000263334681697
ENSG00000244045.13	TMEM199	2.1744	1.859	1.45955	7.94287664569e-06	1.93292432959e-16	1.59207706929e-24
ENSG00000135968.21	GCC2	3.2966	6.68675	6.8237	2.51683666854e-56	0.0451035464751	2.22832981862e-39
ENSG00000106628.11	POLD2	31.8751	19.23435	20.0276	1.39124185244e-11	0.0618086660078	9.19837144656e-14
ENSG00000140538.16	NTRK3	0.1362	0.4172	0.26695	5.82935249014e-07	0.0524214670967	0.00220809355239
ENSG00000101470.10	TNNC2	0.3926	0.443	0.19155	0.091348798092	0.734757047138	0.0310398101677
ENSG00000120860.11	CCDC53	15.8678	9.3323	10.5911	2.46625249881e-25	5.77536124631e-05	1.97380470968e-17
ENSG00000105193.9	RPS16	332.7167	137.2287	160.8008	3.44911649902e-14	0.0810266389562	1.44708999161e-18
ENSG00000102178.13	UBL4A	23.6084	18.60945	17.54885	1.06738285824e-08	0.0337664999776	6.5567385042e-16
ENSG00000116580.18	GON4L	3.4243	2.992	4.46805	0.000914536017852	4.56147984169e-16	3.53528397194e-07
ENSG00000164494.12	PDSS2	5.1822	11.4854	7.30845	6.16004206194e-48	9.20482721644e-24	4.40567117985e-16
ENSG00000100359.21	SGSM3	0.193	0.05375	0.09725	1.3901852266e-12	5.70547430723e-10	5.42231481635e-10
ENSG00000188981.11	MSANTD1	0.0658	0.0484	0.03645	0.0224862311163	0.112322217766	0.000114474219547
ENSG00000125144.14	MT1G	10.0419	442.1904	2.4627	1.60299146656e-17	3.28976271664e-16	0.0124885548758
ENSG00000136026.14	CKAP4	25.8768	19.61135	18.82435	3.32600055254e-05	0.679772727294	2.85299693557e-06
ENSG00000051382.9	PIK3CB	7.3245	11.9982	11.5749	1.89744313108e-26	0.207894538203	1.17452052661e-23
ENSG00000143797.12	MBOAT2	1.6837	6.94675	2.74235	3.84047855245e-50	9.31738679431e-27	4.0949118658e-07
ENSG00000196365.12	LONP1	26.9847	19.33155	17.7798	2.06758996297e-11	0.265686483828	2.53430297946e-17
ENSG00000178343.5	SHISA3	1.8347	23.6944	1.55655	3.1562669422e-27	9.425965098e-18	0.488133904631
ENSG00000180535.4	BHLHA15	0.9021	0.2564	0.84545	2.52780081698e-06	2.45499797142e-08	0.0925525631161
ENSG00000129355.7	CDKN2D	6.0099	4.1276	3.5201	9.79194154092e-10	2.56119290097e-06	6.45193633305e-29
ENSG00000174136.13	RGMB	0.75	0.75105	0.73935	0.226738863806	0.221688399896	0.618674607085
ENSG00000196632.10	WNK3	0.1249	0.8083	0.20005	9.50595299961e-28	0.359506410506	0.00372669266294
ENSG00000183508.5	FAM46C	2.3735	6.45595	3.38125	0.00308318370863	6.02660618312e-05	0.678292296372
ENSG00000117016.10	RIMS3	0.4371	1.00195	0.51735	0.00956423824035	7.39631792495e-14	0.783712901489
ENSG00000110675.13	ELMOD1	0.063	0.4574	0.0502	7.91314771241e-12	0.0332617744899	0.0130503305364
ENSG00000261221.4	ZNF865	7.729	2.9964	3.7634	1.36479814633e-33	0.000293295372831	2.97578929441e-35
ENSG00000164897.14	TMUB1	25.9818	14.0715	10.24485	3.39972326886e-21	4.68604893018e-12	5.04575119239e-44
ENSG00000261609.8	GAN	0.6361	0.47015	0.747	1.12028141265e-08	1.80099432678e-08	0.00012165977092
ENSG00000197629.6	MPEG1	9.3293	4.44575	19.7	3.32911844341e-06	2.51149999667e-19	1.15638222642e-15
ENSG00000071246.11	VASH1	4.3867	1.1866	6.90445	1.31492002542e-22	4.31195015134e-24	2.30339181687e-12
ENSG00000179295.18	PTPN11	14.5029	25.3433	24.3834	3.57300824489e-37	0.315286108613	2.47592147536e-38
ENSG00000154889.17	MPPE1	2.8798	3.46735	3.25535	2.22132930556e-05	0.0044771416538	0.0447932995365
ENSG00000121897.15	LIAS	1.2234	1.2809	1.3459	0.19049502964	0.0296407740556	0.300417149619
ENSG00000257108.2	NHLRC4	0.4761	5.4197	0.3555	1.94791729186e-38	2.11399997847e-39	0.107285396522
ENSG00000167654.18	ATCAY	0.0192	0.0226	0.0187	0.199860880142	0.394916348089	0.341378026876
ENSG00000137831.15	UACA	13.1275	12.5745	18.17655	0.0291504359902	2.18661283294e-10	2.26598478498e-06
ENSG00000128626.12	MRPS12	20.649	16.04445	9.06445	0.000622877390288	5.8297775313e-14	6.44643204712e-11
ENSG00000163947.12	ARHGEF3	4.7419	11.8114	6.7661	4.75997085587e-49	1.77005535679e-21	1.49724236135e-15
ENSG00000106236.4	NPTX2	27.3869	0.16355	10.762	2.04299449168e-05	1.70791549594e-05	0.0861102748972
ENSG00000163235.16	TGFA	27.3219	10.52145	36.8009	2.14201075789e-10	2.39861937324e-18	0.000719970351926
ENSG00000160181.9	TFF2	0.0969	0.06975	0.04695	0.0581956290065	0.163816412308	0.378762900581
ENSG00000140859.16	KIFC3	9.1056	11.0334	7.5878	9.83555879068e-05	3.68112453919e-15	2.30010821586e-05
ENSG00000171488.15	LRRC8C	2.709	1.6946	4.68335	3.39970974116e-07	5.93814628519e-23	3.58702372541e-21
ENSG00000174903.16	RAB1B	36.8912	39.93465	31.29575	0.41198938467	2.29164388951e-11	0.0018069033387
ENSG00000205730.6	ITPRIPL2	3.9357	5.44555	8.1063	8.04129767133e-06	1.78408842931e-08	4.50332070763e-25
ENSG00000183023.18	SLC8A1	1.0163	3.26935	1.813	1.58293564683e-19	9.5439562942e-07	9.3257124067e-11
ENSG00000153956.16	CACNA2D1	2.732	3.53275	4.00465	0.721703639605	0.0150034104569	0.0361192528026
ENSG00000175003.15	SLC22A1	0.2866	0.41865	0.1787	0.67862408527	3.91791505511e-10	0.199870928435
ENSG00000010282.15	HHATL	0.0152	0.0183	0.01215	0.284353627019	0.257323126555	0.616153977478
ENSG00000134030.14	CTIF	5.066	8.0182	4.8443	3.90419720999e-19	5.11674231898e-20	0.0827391711339
ENSG00000235173.7	FAM203A	12.2116	7.36125	5.5416	5.18167083616e-19	3.43564262168e-09	8.53840410877e-38
ENSG00000198382.9	UVRAG	4.2783	4.50535	5.5956	0.0662433414153	1.05078136639e-15	7.25019930105e-24
ENSG00000079156.17	OSBPL6	0.1129	0.3707	0.1283	9.67952927058e-10	2.08019389944e-09	0.96640845423
ENSG00000106278.12	PTPRZ1	0.0151	0.06805	0.0115	0.194429144072	4.69101782113e-09	0.156229585617
ENSG00000203485.14	INF2	14.6678	5.1665	10.47755	1.81331182343e-21	2.25867586879e-12	7.28997987785e-07
ENSG00000163898.10	LIPH	0.3261	6.71905	0.2052	3.42535644741e-33	1.12325453788e-24	0.727029632577
ENSG00000232838.4	PET117	0.5558	0.37845	0.2487	9.60549891853e-07	0.0860051869125	1.19655004987e-11
ENSG00000116514.17	RNF19B	12.6606	15.14545	18.49705	0.0388695482956	0.00269041224364	7.14573894968e-08
ENSG00000242114.6	MTFP1	0.9148	0.21295	0.4865	4.55117168657e-14	8.29095505034e-13	4.19554353126e-10
ENSG00000259431.6	THTPA	1.4282	3.05985	2.1535	4.07424895634e-19	5.73911502185e-15	0.000845086505977
ENSG00000143570.19	SLC39A1	0.1758	0.11845	0.183	2.88986472324e-07	5.51473610774e-05	0.769897424878
ENSG00000143554.14	SLC27A3	9.2433	2.4514	5.79715	7.44676864571e-24	6.71641592561e-13	1.1028502031e-10
ENSG00000149273.15	RPS3	206.145	90.6077	127.9265	7.21700950765e-15	1.28554260623e-07	4.83453533407e-14
ENSG00000104432.14	IL7	1.1587	0.55685	1.44605	2.8796610115e-14	6.96589910352e-13	0.000230629085235
ENSG00000108813.11	DLX4	0.3369	0.0316	0.12225	8.16827473888e-12	2.38648460489e-07	5.54381540381e-07
ENSG00000136051.15	KIAA1033	9.2302	10.72485	14.92535	0.0160855372413	2.98548180692e-10	4.77666144497e-22
ENSG00000100418.8	DESI1	12.7825	10.8636	8.28175	3.46967351014e-06	3.70193239809e-05	1.76250599294e-15
ENSG00000170801.10	HTRA3	2.982	1.44665	2.2018	0.000628519849136	0.00860041728908	0.000510347261202
ENSG00000197658.9	SLC22A24	0.0846	0.4696	0.4027	2.18923913603e-06	0.147510089869	0.000413572788132
ENSG00000112796.10	ENPP5	4.4798	12.9565	8.43745	7.36205044589e-31	0.00564363904732	9.62310220398e-10
ENSG00000182541.18	LIMK2	8.6466	8.3259	8.295	0.110372427947	0.478142347037	0.26840715117
ENSG00000131381.12	ZFYVE20	2.7778	4.45555	4.21685	1.07788656817e-31	0.323979117135	1.11910469043e-31
ENSG00000079150.18	FKBP7	4.1259	2.9829	4.3553	0.000102221235176	1.9578764494e-05	0.747014040145
ENSG00000251287.8	ALG1L2	0.1519	0.09545	0.10095	1.73291199314e-06	0.243682440589	2.34753419887e-06
ENSG00000164406.8	LEAP2	1.9439	1.82085	1.26685	0.213054586659	0.0158182056575	0.00653155869151
ENSG00000167858.13	TEKT1	0.0135	0.01705	0.01425	0.180607688795	0.0511914788585	0.671875751167
ENSG00000169635.10	HIC2	1.1397	0.91665	1.2456	4.16487648232e-05	3.73398451917e-07	0.205042593605
ENSG00000029993.15	HMGB3	3.7311	6.16195	2.6634	0.0823462064542	3.66879884097e-14	0.00038757679002
ENSG00000173486.14	FKBP2	0.2175	0.0494	0.09055	7.37586570959e-11	1.26132205319e-07	8.54882911545e-10
ENSG00000155893.13	ACPL2	1.6607	1.3713	1.59315	0.0902373146596	0.0323208152989	0.345039189122
ENSG00000146414.16	SHPRH	0.32	0.97	1.1256	3.89769073878e-57	0.042377518801	6.15023376347e-18
ENSG00000077264.15	PAK3	0.191	0.1803	0.27835	0.474358436965	0.00336034595296	0.00111465963355
ENSG00000116903.7	EXOC8	3.5176	4.53195	5.6956	9.92936017962e-12	8.62496825994e-10	2.77708201493e-33
ENSG00000154957.14	ZNF18	3.6474	2.3763	2.72835	2.73107551616e-14	1.90237330258e-06	6.25391665228e-12
ENSG00000136811.16	ODF2	5.8739	4.5106	5.4557	1.00232679219e-06	0.000142639313489	0.00277071814582
ENSG00000124523.16	SIRT5	3.3802	4.457	3.41605	0.000430889562279	0.00353324832859	0.418373483082
ENSG00000104147.9	OIP5	0.3915	0.11535	0.29635	9.57292349305e-16	1.6044333231e-10	0.0111135243913
ENSG00000159176.14	CSRP1	21.9997	27.05485	17.7706	0.137009124237	2.01038911413e-08	0.000276025043876
ENSG00000175662.18	TOM1L2	8.7826	18.39985	9.89635	1.4505013976e-44	1.00314412153e-29	0.120335773086
ENSG00000169126.16	ARMC4	0.0288	0.04715	0.0245	0.111482777912	0.162720157657	0.382048985265
ENSG00000253846.2	PCDHGA10	0.3105	0.4019	0.4429	0.643120638932	0.0254139901831	0.00749176690407
ENSG00000112701.18	SENP6	6.0244	7.82665	8.12805	4.78696299772e-06	0.00437360822578	8.74222087013e-13
ENSG00000163673.7	DCLK3	0.1282	0.0153	0.175	3.79268841616e-11	1.45439084774e-11	0.0368169360088
ENSG00000136273.13	HUS1	3.6316	3.79205	3.8682	0.959707009217	0.00882757328863	0.00689214682202
ENSG00000146232.17	NFKBIE	22.3662	6.54095	11.9709	1.89253777637e-25	3.14120664181e-09	2.89479842505e-20
ENSG00000205832.7	C16orf96	0.1447	0.1088	0.1615	0.185832532033	0.184936992341	0.531530784866
ENSG00000131069.20	ACSS2	14.8489	18.75285	10.6781	3.91487296728e-06	3.32894016374e-19	2.72334631867e-09
ENSG00000131013.4	PPIL4	8.7573	11.9989	11.4583	3.47534312573e-17	0.0549793569932	8.32282179828e-13
ENSG00000023572.10	GLRX2	2.9061	2.6831	2.24665	0.000562718994491	0.743739231625	0.00105704445027
ENSG00000132359.15	RAP1GAP2	1.9431	6.023	2.4793	5.05831477928e-23	1.99016984129e-17	0.0964963723199
ENSG00000184860.10	SDR42E1	0.4641	1.54685	0.75595	7.49306445079e-36	7.97435993684e-21	0.000901662119365
ENSG00000141026.6	MED9	4.1773	5.57685	3.5321	2.33738257363e-10	2.83652545275e-10	0.0367749267148
ENSG00000105355.9	PLIN3	17.0949	13.97215	13.6645	0.022825439676	0.648508851251	0.0356562561399
ENSG00000156206.14	C15orf26	0.0882	0.06315	0.15085	3.92516122286e-05	2.14122496232e-07	0.000170244275968
ENSG00000102030.16	NAA10	5.5366	1.9878	1.92105	1.66107303496e-11	0.246157646517	1.10045953231e-17
ENSG00000168329.14	CX3CR1	3.5029	1.5933	5.80175	5.63573723146e-05	4.5352543052e-09	2.80739070285e-07
ENSG00000167588.13	GPD1	15.1795	31.46895	4.41675	7.37479028291e-06	3.76955230912e-14	4.22709801862e-06
ENSG00000213341.11	CHUK	3.1413	7.20815	5.0104	8.24406403951e-56	7.15351818119e-12	4.62778161635e-22
ENSG00000164169.13	PRMT10	2.596	5.4613	3.6582	1.46924685233e-39	1.11218703376e-15	1.94964242032e-15
ENSG00000137133.11	HINT2	0.0795	0.07385	0.0478	0.12301096806	0.000485208895216	1.03456792257e-06
ENSG00000111364.16	DDX55	3.3709	1.6444	2.9199	5.8876866473e-20	1.77458343962e-23	0.000440978069306
ENSG00000127324.9	TSPAN8	0.3508	19.645	0.2537	3.19854904684e-29	2.24915024416e-27	0.0862730334213
ENSG00000133106.15	EPSTI1	5.4427	2.91585	6.4094	3.87246157634e-10	1.94162983712e-12	0.0433754105514
ENSG00000174586.11	ZNF497	0.2204	0.2777	0.1605	0.0494097498801	3.01121180118e-09	2.49717193133e-05
ENSG00000152380.10	FAM151B	0.4532	0.60695	0.5141	6.06455722467e-06	0.190989622079	0.0143791173994
ENSG00000170807.12	LMOD2	0.0106	0.00555	0.01035	0.0102800229389	0.0108669919829	0.746475847066
ENSG00000100312.11	ACR	0.3543	0.1051	0.2553	4.51369246042e-10	2.88244664881e-09	3.49880971083e-05
ENSG00000213463.5	SYNJ2BP	5.2623	17.4197	9.3236	3.29130099991e-71	3.11558721499e-10	8.4660807255e-13
ENSG00000130513.6	GDF15	37.7044	63.81455	17.53165	0.0106687495838	1.14980564206e-10	3.25296194654e-05
ENSG00000106006.6	HOXA6	0.6295	1.6051	0.97485	2.03715174608e-24	3.97546251802e-08	1.77823895948e-05
ENSG00000087903.13	RFX2	1.7169	0.59005	1.4219	6.63545801201e-13	3.18208880484e-15	0.00302766584805
ENSG00000179133.15	C10orf67	0.2073	0.29395	0.1747	0.39019771227	1.83636805363e-05	0.0659872834483
ENSG00000154274.15	C4orf19	2.6996	4.59655	2.9499	1.77007267669e-10	0.00059690473093	0.0343503799449
ENSG00000162620.16	LRRIQ3	0.1114	0.36415	0.156	2.74484421512e-33	2.68395880831e-13	6.37126370467e-05
ENSG00000119326.15	CTNNAL1	6.5554	23.361	8.79025	1.09248135256e-35	7.18501941947e-42	0.146881664368
ENSG00000154814.14	OXNAD1	1.3228	3.6906	1.38335	6.61481777387e-20	8.60534166821e-07	0.0607073267993
ENSG00000177096.9	FAM109B	4.2943	3.64285	3.24965	0.000649873088788	0.508614938616	1.02787901886e-05
ENSG00000164134.13	NAA15	4.0239	3.76285	5.8781	0.141772117397	2.55408285028e-14	1.7964704851e-21
ENSG00000176155.19	CCDC57	2.6326	0.99935	1.33865	1.97909043377e-14	3.38402705134e-07	9.83886639485e-11
ENSG00000142515.15	KLK3	0.0051	0.0381	0.004	0.286253711238	0.0625097453176	0.757263800394
ENSG00000066135.13	KDM4A	3.6161	3.73035	3.3694	0.465667549968	0.148123520072	0.0273968528354
ENSG00000166707.12	ZCCHC18	0.2006	0.10115	0.15615	4.04607922418e-06	0.00166553657528	0.000949975557841
ENSG00000120068.7	HOXB8	2.4454	13.9456	1.6874	8.2593783893e-32	1.4261781288e-28	0.0668018912438
ENSG00000146281.6	PM20D2	4.4087	6.8808	8.0009	7.35379873966e-08	9.77020777355e-05	5.06707543156e-20
ENSG00000154743.18	TSEN2	1.2517	1.4197	1.12425	0.380474797668	0.0951563712875	0.20013733134
ENSG00000100139.13	MICALL1	5.3533	5.11035	5.45695	0.0707612455801	0.141389195148	0.50385867447
ENSG00000168546.11	GFRA2	0.4563	0.3916	0.4654	0.0158557071758	0.0471802662944	0.0317390662394
ENSG00000080031.10	PTPRH	0.2176	0.0726	0.0526	0.000132695022875	0.206760611943	0.000485085166916
ENSG00000101888.12	NXT2	4.2797	4.79725	5.24805	0.154941059723	0.138090831203	0.00332633416334
ENSG00000175287.19	PHYHD1	1.4231	12.61625	1.05445	4.04109673288e-33	5.52154247848e-56	0.0278865470011
ENSG00000198055.11	GRK6	7.9817	3.7339	5.3359	3.84687792259e-33	1.35066306646e-12	3.93867426065e-24
ENSG00000109519.13	GRPEL1	12.6806	14.598	10.8014	0.0464631401626	3.01984785664e-12	5.0066989156e-06
ENSG00000043093.15	DCUN1D1	3.7479	6.87745	4.5349	1.13151705975e-38	1.4022660741e-11	3.9975013751e-07
ENSG00000177463.15	NR2C2	2.4073	4.1735	4.04645	2.46579423641e-18	0.228706500735	5.09901706072e-19
ENSG00000128881.17	TTBK2	1.0698	1.4329	1.86415	1.91145545863e-10	3.43709494647e-09	2.38093033162e-30
ENSG00000197530.12	MIB2	5.1655	2.4764	2.8597	3.21259467096e-19	0.00487373379441	6.35997713809e-20
ENSG00000175727.14	MLXIP	7.7604	5.9401	7.0004	6.35815103416e-06	0.000202704138264	0.0103939746006
ENSG00000133275.16	CSNK1G2	18.5209	12.04655	12.75335	2.76212633695e-21	0.463407154489	1.49704833162e-25
ENSG00000204217.15	BMPR2	9.2083	14.9757	19.55965	1.23719722537e-24	1.78033385765e-05	5.72785863792e-39
ENSG00000141429.13	GALNT1	15.0038	10.1268	18.1007	1.58047931727e-05	6.03469215617e-13	4.77989286068e-05
ENSG00000131848.9	ZSCAN5A	0.6644	0.55375	0.5756	1.23900380135e-08	0.0100428448146	0.0521944784451
ENSG00000167625.11	ZNF526	2.7375	2.09085	2.6625	8.52768023472e-10	3.60091668516e-07	0.0156883123524
ENSG00000164073.11	MFSD8	2.3109	2.0637	3.03865	0.102467118942	1.26260360585e-10	6.37122415395e-12
ENSG00000164631.19	ZNF12	7.037	6.73875	9.23115	0.0665492388512	4.91253754473e-15	1.25644908055e-18
ENSG00000136371.11	MTHFS	0.4455	0.44605	0.4326	0.893940201563	0.135229346975	0.0722440023836
ENSG00000108587.16	GOSR1	5.7915	7.5305	7.8825	4.29765084118e-27	0.0117333097901	6.43047123255e-39
ENSG00000135299.17	ANKRD6	1.6237	1.93855	2.2907	0.00596555050711	2.43328820233e-05	1.0573366318e-12
ENSG00000136045.12	PWP1	21.4814	18.4063	22.5355	1.18825082512e-10	4.60684637752e-16	0.299499072605
ENSG00000172366.20	FAM195A	12.4419	7.23135	4.18715	0.000218442907128	5.05675194284e-05	1.89386536187e-08
ENSG00000174123.11	TLR10	0.3577	0.06895	0.4221	9.37066953213e-08	3.01929927271e-08	0.651626847859
ENSG00000125347.14	IRF1	9.3213	2.94985	5.29935	1.00053555946e-17	2.48467250719e-06	2.00166535274e-08
ENSG00000204978.3	C19orf69	0.3483	3.9515	0.2247	3.23109563508e-23	6.94670949298e-20	0.018994511196
ENSG00000127955.17	GNAI1	1.6831	4.5874	2.4593	1.29818175168e-34	1.02804742544e-16	9.97226207929e-09
ENSG00000159788.19	RGS12	5.7159	2.53015	4.4951	9.86977917048e-24	1.20660721086e-18	2.58364070152e-07
ENSG00000128908.17	INO80	5.2291	5.9546	7.09365	2.80425917726e-06	5.18498811919e-10	4.88792285603e-28
ENSG00000167378.8	IRGQ	3.3705	3.22855	3.2599	0.0542248963887	0.177966655034	0.431103970641
ENSG00000120159.13	CAAP1	6.6018	11.373	7.24645	1.00196137634e-10	3.10000580167e-06	0.114648572276
ENSG00000060656.20	PTPRU	6.52	3.5227	6.85215	1.73552852151e-06	4.00517698273e-06	0.184693190693
ENSG00000197006.14	METTL9	25.3715	27.7033	28.5899	0.356321223766	0.370706356176	0.0583393428179
ENSG00000113638.14	TTC33	2.5463	4.0404	3.6004	2.11780588994e-17	0.454572600712	4.61260061748e-13
ENSG00000213347.10	MXD3	1.4837	0.13005	0.42615	1.80648296827e-19	2.92933081889e-10	2.8870111581e-18
ENSG00000166796.12	LDHC	0.0944	0.29175	0.0431	1.55067806857e-05	1.52805583148e-05	0.296330610761
ENSG00000100427.16	MLC1	0.2714	0.0454	0.24135	2.11767900638e-14	8.43118690362e-17	0.00830137525475
ENSG00000091651.9	ORC6	0.577	0.1801	0.37515	1.62196597587e-07	7.11066443608e-08	8.37137231602e-06
ENSG00000095739.11	BAMBI	8.4211	14.98705	9.5726	9.03989987473e-05	0.000431142468578	0.393256920358
ENSG00000172819.17	RARG	6.3205	3.6631	4.698	3.81364397234e-16	1.25412312675e-05	8.96164347304e-05
ENSG00000066583.12	ISOC1	11.4636	24.9533	12.9466	5.68318379532e-26	1.30015848275e-24	0.104410884119
ENSG00000111142.14	METAP2	14.3981	19.9077	18.93595	2.24036590696e-13	0.00351004693489	5.4640654075e-14
ENSG00000172985.11	SH3RF3	3.1333	1.3824	3.1944	3.01910226383e-11	7.58154963174e-15	0.163963827942
ENSG00000138166.6	DUSP5	10.7612	15.63895	9.4229	0.0560304487377	0.00021125130839	0.0972791926449
ENSG00000152061.23	RABGAP1L	2.063	3.4483	2.5323	1.17356199654e-31	0.000585395946125	2.85099336889e-09
ENSG00000166747.13	AP1G1	10.1188	18.23575	14.60105	2.10989262179e-62	5.77443686624e-10	4.51425105438e-33
ENSG00000149506.11	ZP1	0.1158	0.00225	0.0493	0.000966039534988	0.00352949155869	0.00127846794393
ENSG00000198546.15	ZNF511	4.6374	1.93875	1.7624	5.76389866453e-21	0.000108200779009	1.247859964e-35
ENSG00000184524.6	CEND1	0.2063	0.5878	0.1395	0.481781084866	0.974476360027	0.428006958691
ENSG00000198130.16	HIBCH	4.8255	12.51305	6.19625	6.98150233183e-23	2.34265387117e-13	0.000397566836432
ENSG00000157741.15	UBN2	1.9146	1.7393	2.7541	0.031346190017	5.35468574238e-07	2.08741994662e-08
ENSG00000105976.16	MET	36.2468	19.7353	50.8718	2.14231140192e-09	1.74735723135e-15	0.000133952780053
ENSG00000151176.8	PLBD2	27.2801	15.87705	23.0659	2.00570941518e-11	2.04278282759e-08	0.000109248191234
ENSG00000255112.3	CHMP1B	18.0075	21.68805	20.9164	8.61690548954e-06	0.00329204060269	0.0103278102537
ENSG00000141194.6	OR4D1	0.0094	0.0208	0.0064	2.40917204197e-08	1.54575411123e-10	0.0111862709102
ENSG00000141349.8	G6PC3	20.9365	17.00585	10.5945	6.12720138047e-07	5.90997904088e-24	1.60869738382e-32
ENSG00000147223.6	RIPPLY1	0.1091	1.0334	0.10435	5.65374625968e-29	1.0930128006e-22	0.445440266188
ENSG00000241119.2	UGT1A9	11.3128	22.3269	14.55255	3.93289339042e-07	0.000303659611081	0.0993426580262
ENSG00000013561.18	RNF14	14.9741	17.2236	17.15255	0.722185701575	0.185906147608	0.13414044295
ENSG00000108179.14	PPIF	20.8223	37.8897	16.6596	0.000306828775265	4.74993151866e-12	0.0260171752445
ENSG00000163565.19	IFI16	24.4592	6.54455	23.3198	3.79919338593e-24	1.0765441301e-22	0.185393660543
ENSG00000108950.12	FAM20A	2.8657	3.34405	1.6141	0.409309456401	0.0129789321803	0.001818931238
ENSG00000135597.19	REPS1	2.4697	3.41435	3.32515	4.31631156653e-20	0.373736937001	9.12242659387e-21
ENSG00000088387.19	DOCK9	4.371	5.3599	9.5292	0.0111183602998	4.73599282763e-12	3.30276625311e-25
ENSG00000154144.13	TBRG1	3.9907	3.61815	3.94765	0.000634748107772	0.000534733749653	0.500879021854
ENSG00000170954.11	ZNF415	2.0834	2.68955	2.72025	0.00186486746731	0.283658032912	0.0147694881269
ENSG00000100425.18	BRD1	6.2853	5.4973	6.3279	0.000148563611704	6.57928037645e-06	0.773186729607
ENSG00000023909.10	GCLM	5.2329	5.6977	7.50665	0.892861663752	0.000665963962716	6.48323399651e-06
ENSG00000150477.15	KIAA1328	0.6282	0.84365	0.9754	7.63916350632e-06	0.0109029125036	2.17599324847e-07
ENSG00000187676.8	B3GALTL	4.3624	5.69175	5.3267	0.000335371089996	0.938507470255	0.00211850815367
ENSG00000188636.4	LDOC1L	6.2558	13.26785	11.77665	1.59750774899e-49	3.49045329971e-06	1.30942251406e-37
ENSG00000101294.18	HM13	24.0751	13.0945	14.4812	9.23261306452e-19	0.00465797645051	1.39693802782e-20
ENSG00000175216.15	CKAP5	7.9017	9.8867	10.4539	0.000949376828846	0.0200668083454	1.01362344692e-08
ENSG00000104537.17	ANXA13	4.2632	1.343	4.00315	2.97094194379e-05	1.38481322488e-07	0.0736598623336
ENSG00000112981.5	NME5	3.9827	6.121	3.66695	0.0246571918091	2.3780154602e-05	0.152573441466
ENSG00000057757.10	PITHD1	20.5917	17.7821	16.5166	8.80197249328e-07	0.00160328447622	5.47773813443e-15
ENSG00000101746.15	NOL4	0.0247	0.304	0.01635	0.0346927296392	0.00440628645568	0.943908846543
ENSG00000141252.20	VPS53	1.9486	2.51195	2.0476	7.05667726941e-12	1.2031433448e-07	0.109913018518
ENSG00000139722.7	VPS37B	4.3962	4.42385	3.0089	0.360862553138	1.66605273069e-09	3.2273038399e-10
ENSG00000165973.19	NELL1	0.0103	9.13175	0.00665	2.69273003586e-44	5.35996319881e-36	0.553433990961
ENSG00000164124.11	TMEM144	1.5126	1.11745	2.0663	1.88591863956e-07	3.18531806853e-12	8.63515300238e-08
ENSG00000106144.20	CASP2	5.3275	4.0722	5.44425	1.3626794711e-12	9.13100860961e-14	0.763691826702
ENSG00000163060.8	TEKT4	0.0414	0.019	0.01705	0.0226410548203	0.0417590996827	0.0175736480246
ENSG00000198799.12	LRIG2	1.8705	1.71435	2.2351	0.0166992089418	1.70906901206e-07	0.000183665615358
ENSG00000124102.5	PI3	0.9573	0.2713	0.18375	0.287556540819	0.417986257088	0.0646707906993
ENSG00000182150.18	ERCC6L2	1.0622	1.91045	1.93855	1.30694786439e-43	0.096260871636	1.73569475361e-18
ENSG00000089820.16	ARHGAP4	8.9754	3.298	5.1878	6.97901144511e-14	8.01461488935e-08	1.62193257146e-11
ENSG00000118965.16	WDR35	3.6448	5.10915	5.5414	6.44889890835e-13	0.00697511036238	3.74191330208e-20
ENSG00000240771.8	ARHGEF25	0.8418	0.45325	0.67375	1.93624588512e-07	4.65772316127e-05	0.009357643783
ENSG00000158292.7	GPR153	2.4689	1.29145	1.2407	3.9105777719e-06	0.286370794498	6.97561060183e-07
ENSG00000135541.21	AHI1	1.555	2.00685	1.87405	0.146562866991	0.207579789467	0.0084125350667
ENSG00000144063.4	MALL	1.1647	0.4534	1.79435	3.25384799264e-05	4.59186265731e-09	2.34445760494e-05
ENSG00000204599.14	TRIM39	4.0454	3.2314	3.2981	6.30355507875e-07	0.811024364153	6.48590706756e-09
ENSG00000164047.6	CAMP	0.1199	0.042	0.0821	0.00129938416053	0.0636344543538	0.037065725388
ENSG00000112146.17	FBXO9	5.3453	7.8018	6.58245	2.18503555738e-17	1.5123892689e-06	1.3364000732e-07
ENSG00000127084.19	FGD3	2.5258	2.94445	1.8036	0.0502315843429	0.00298992208895	0.0569565268465
ENSG00000150394.14	CDH8	0.0889	0.01265	0.17115	1.22711250934e-07	4.58906402341e-14	0.0023074507383
ENSG00000172476.4	RAB40A	0.2335	0.25365	0.2201	0.239126954416	0.990432932407	0.167303210511
ENSG00000106714.17	CNTNAP3	0.1634	0.21395	0.19355	0.523541570522	0.537174068017	0.849350151508
ENSG00000187479.8	C11orf96	18.9881	11.3354	8.67295	0.00226538815692	0.0838380766739	2.88870250174e-07
ENSG00000157005.4	SST	0.8086	1.3918	2.15675	0.0507279315567	0.0201378001019	0.500071107509
